station_id,sensor_id,event_timestamp,ingestion_timestamp,water_temperature_c,salinity_psu,ph_level,dissolved_oxygen_mg_l,battery_level_pct,device_status,event_id
ST_001,TEMP_01,2025-07-12 00:00:00,2025-07-12 00:00:06,27.87270059423681,35.2319939418114,8.07959754525911,6.37678576602479,77.83331011414364,active,9a575d44-9b53-4fd7-8946-6e57ed9fb13e
ST_001,CHEM_01,2025-07-12 00:00:00,2025-07-12 00:00:02,24.499874579090015,34.834271527847555,7.8714334089609705,5.918497783931734,60.823379771832094,active,12963d60-6997-4db0-95fe-2dbd2a9ea176
ST_002,TEMP_01,2025-07-12 00:00:00,2025-07-12 00:00:20,30.849549260809972,34.71233911067828,7.95454749016213,6.0811066020010545,84.69926038510866,active,828a65c3-6945-46fd-b5cd-619480f1c349
ST_002,CHEM_01,2025-07-12 00:00:00,2025-07-12 00:00:30,27.058265802441404,34.05765606260354,8.062387330129194,5.014132610439435,65.57975442608168,active,e91c8ff2-06de-42d2-ad10-87c86799c9a4
ST_003,TEMP_01,2025-07-12 00:00:00,2025-07-12 00:00:18,27.460723242676092,34.95606998421704,8.135552788417904,4.9159046082342295,75.29847965068652,active,cf15b338-e6a5-45a8-ad98-04186779fb93
ST_003,CHEM_01,2025-07-12 00:00:00,2025-07-12 00:00:08,28.91615442903394,36.1498510168408,8.14015376929389,5.933525786495959,62.60206371941118,active,a565700d-2dd6-4777-9ab0-c0dd24ce3810
ST_004,TEMP_01,2025-07-12 00:00:00,2025-07-12 00:00:20,30.74442768626667,35.30839734811646,7.991384130752011,6.414080082686398,69.23575302488595,active,319a41af-fe00-4afa-8eac-753467fb898e
ST_004,CHEM_01,2025-07-12 00:00:00,2025-07-12 00:00:02,25.205127330130058,35.524991644456556,8.216597455868083,6.366527037650917,96.37281608315129,active,0406cf76-af7f-4461-b7a3-2cf0fae15b1b
ST_005,TEMP_01,2025-07-12 00:00:00,2025-07-12 00:00:09,27.293899908000085,34.81171107608941,8.056020406353342,5.656305710884955,82.70801311279966,active,f198f839-0b35-465e-9955-577abe62340b
ST_005,CHEM_01,2025-07-12 00:00:00,2025-07-12 00:00:03,24.156566462277794,35.124385333424414,7.997575118000907,6.684569549189997,83.9159991524434,active,27cb41c7-49d1-4bbd-a0a7-91de2fae721f
ST_006,TEMP_01,2025-07-12 00:00:00,2025-07-12 00:00:07,30.609371175115584,34.69598286241914,7.913568186673162,4.221231255129799,93.78135394712606,active,90fc1f4d-afff-4e00-8e02-a7931bc31003
ST_006,CHEM_01,2025-07-12 00:00:00,2025-07-12 00:00:27,27.736600550686905,35.46687791415962,8.282627653632069,6.0793842647781595,81.70784332632994,active,9e44b9c6-97bc-4a8e-a9f4-9eb1c31963d1
ST_001,TEMP_01,2025-07-12 00:10:00,2025-07-12 00:10:23,26.704621124873814,34.57455064367977,8.196066080980154,6.005492451885099,75.7952607270228,active,74f6465e-2cb8-4789-875e-3544283fdd7d
ST_001,CHEM_01,2025-07-12 00:10:00,2025-07-12 00:10:02,25.467440873590192,34.49710601022201,8.155670976374326,5.0281596454301685,90.85081386743784,active,f9352880-24dc-43c1-a8f6-73ae302ee7ee
ST_002,TEMP_01,2025-07-12 00:10:00,2025-07-12 00:10:07,26.370223258670453,34.61586905952513,8.158931027762678,4.896164321360682,77.97802696552813,active,44a01266-0085-4bb0-92ba-129e2e935b79
ST_002,CHEM_01,2025-07-12 00:10:00,2025-07-12 00:10:11,24.47705058245206,35.67210313165902,8.132961178308749,5.741636504396533,85.50229885420853,active,b568b8f7-52ff-4d36-b1ca-b9e0035efd25
ST_003,TEMP_01,2025-07-12 00:10:00,2025-07-12 00:10:00,30.436063712881634,34.6195942459383,8.113973436166898,5.180537312904873,88.86918084659493,active,62d45d41-55e9-4fad-9e74-54aa74525f85
ST_003,CHEM_01,2025-07-12 00:10:00,2025-07-12 00:10:25,25.17992459874478,34.10108397384608,8.155331444842894,5.512136645522648,61.01676506976381,active,adcf2685-9113-47d4-9cfc-0c54650543b5
ST_004,TEMP_01,2025-07-12 00:10:00,2025-07-12 00:10:03,26.539457134966522,35.13641041126378,7.994306794322898,4.078572964216836,96.30265895704372,active,8024df7f-618f-4e94-9570-1332d58e4203
ST_004,CHEM_01,2025-07-12 00:10:00,2025-07-12 00:10:06,25.246461145744377,35.88887784635762,7.9143990827458115,5.820765846071259,71.59005811655072,active,125cc925-077a-43ad-a1de-21af0119d98a
ST_005,TEMP_01,2025-07-12 00:10:00,2025-07-12 00:10:05,26.80610643627002,35.308120379564414,8.090021126953127,6.3242441308564326,78.26138281931641,active,45f03361-cf56-4d9b-84ed-02bf63aa1cce
ST_005,CHEM_01,2025-07-12 00:10:00,2025-07-12 00:10:22,25.09220218608417,36.20820064729717,7.962172510502637,5.833019895740732,95.84365199693973,active,4a5bc9ae-2126-41c8-ba39-ac9a8d9b43d7
ST_006,TEMP_01,2025-07-12 00:10:00,2025-07-12 00:10:19,27.59001737485932,34.72793516254194,8.028132336587877,4.275129811319192,74.10275425336675,active,e4e7816f-8095-4dd7-ad7d-94a448f7b57a
ST_006,CHEM_01,2025-07-12 00:10:00,2025-07-12 00:10:00,25.523906290790144,35.335223548438606,8.042414985679493,5.329311706285884,64.79461469334731,active,221f3654-0475-4b20-8cdf-6d3f45783331
ST_001,TEMP_01,2025-07-12 00:20:00,2025-07-12 00:20:08,27.68807585701814,34.823202932020756,8.05563718652301,6.357274259781298,76.15344684232163,active,bae3f4c6-93fe-480d-bf01-aa3d6d12f0ae
ST_001,CHEM_01,2025-07-12 00:20:00,2025-07-12 00:20:02,24.32446123554491,34.6171901570965,8.148152136419895,5.507830827868689,72.03513239267079,active,2d2a12f2-bb5e-4d7a-94c7-c73417020cb2
ST_002,TEMP_01,2025-07-12 00:20:00,2025-07-12 00:20:21,27.424202471887337,35.1095643339799,8.050803706968658,4.092217368386332,61.32202931602193,active,d01c6ad0-041d-42a0-9c30-ce9caf1cff70
ST_002,CHEM_01,2025-07-12 00:20:00,2025-07-12 00:20:25,25.725356240133415,35.701763628886916,8.06546729165857,6.268702689402728,99.42601816442402,active,8d728112-3ab7-47ff-a9c8-bf9e8568d8a5
ST_003,TEMP_01,2025-07-12 00:20:00,2025-07-12 00:20:30,27.210276357557504,35.26161961532872,7.97129126319772,5.6803388685146965,92.12559025519583,active,7116ac79-c4d0-412b-8ceb-2ccdcebcd244
ST_003,CHEM_01,2025-07-12 00:20:00,2025-07-12 00:20:15,26.351503172230192,34.99706110611138,8.208215936609692,6.966846281789686,93.41209982356952,active,624b9fed-f9cc-4950-96d1-96d4d6848efd
ST_004,TEMP_01,2025-07-12 00:20:00,2025-07-12 00:20:26,27.603900324858678,34.54077514155476,8.077267882956471,4.466296275999635,68.80964190262193,active,df9b48b5-e93b-4248-bae2-2d5a1d409189
ST_004,CHEM_01,2025-07-12 00:20:00,2025-07-12 00:20:08,27.55574766219009,34.871664968229325,7.84808827554571,6.61900209227943,87.63750952409865,active,2e663a4c-8284-41c6-a5d5-d24405ec2014
ST_005,TEMP_01,2025-07-12 00:20:00,2025-07-12 00:20:24,27.933676731502686,34.63752094414599,8.002319905315078,6.341824971841836,68.36286482950855,active,bd435689-5785-41fe-99e6-216442d3be59
ST_005,CHEM_01,2025-07-12 00:20:00,2025-07-12 00:20:15,26.70723986913783,34.57137505449325,7.887477463547968,6.391568798690164,82.2080324639785,active,22828db2-25f0-4098-8027-33983ba9b09f
ST_006,TEMP_01,2025-07-12 00:20:00,2025-07-12 00:20:04,28.648252891780032,34.5931027678059,8.169164727385997,4.604630727251129,95.30545372757359,active,1cfe7e01-2ef9-4bf9-b657-23d1d28a4b8f
ST_006,CHEM_01,2025-07-12 00:20:00,2025-07-12 00:20:19,24.943535541706897,35.75089457493193,8.223330571119153,5.5577427051843635,95.48345697060469,active,38016d95-2aa0-47ec-8ed9-5e29e162b20d
ST_001,TEMP_01,2025-07-12 00:30:00,2025-07-12 00:30:05,29.89937772928812,34.584139964995046,7.948488614228384,5.60507911538572,86.75953018856914,active,44967a1c-a757-467b-9914-5e294a185200
ST_001,CHEM_01,2025-07-12 00:30:00,2025-07-12 00:30:17,26.903433107182273,36.350333606144446,8.28683191837766,5.744565533123486,66.43232205669995,active,cc97448e-050b-41cc-8aa5-8dd5cb184fd3
ST_002,TEMP_01,2025-07-12 00:30:00,2025-07-12 00:30:00,28.74366894683293,35.1519612595026,7.967280792838168,5.7297379942317335,60.72301454462084,active,737cd848-b72d-4465-a554-1cb76121e0b3
ST_002,CHEM_01,2025-07-12 00:30:00,2025-07-12 00:30:02,26.469468575917173,34.91617196145715,8.17208526152828,5.357645418442658,86.30451569201374,active,bd9677ec-c17d-45a1-8447-987fd59f2e53
ST_003,TEMP_01,2025-07-12 00:30:00,2025-07-12 00:30:13,28.841543016677356,34.86771580305943,7.979560710304518,4.234186919570231,83.59483390242175,active,105e631a-2d0c-472a-ac57-29dfe9c4b6d1
ST_003,CHEM_01,2025-07-12 00:30:00,2025-07-12 00:30:20,28.894464291375044,36.265246969296385,8.017197182755215,5.973484305918911,80.10548372420769,active,0c7eb1d4-9f7b-4621-840b-a98dc9707d8e
ST_004,TEMP_01,2025-07-12 00:30:00,2025-07-12 00:30:18,28.884519423131795,34.695242987798046,8.11673563457845,5.23129423454716,82.88016796836732,active,ea5a2ce9-7c2a-4ddf-aaff-b928db40a0f8
ST_004,CHEM_01,2025-07-12 00:30:00,2025-07-12 00:30:13,27.842770071531547,36.486376276993354,8.034972256995472,5.0872075435088675,96.59457560881793,active,d225a545-36be-44b3-9432-3a2ef0e200e4
ST_005,TEMP_01,2025-07-12 00:30:00,2025-07-12 00:30:20,27.850793501277224,35.42831856258773,8.028455244495195,4.038641541322169,82.89169876683353,active,1a5c523e-1c40-4b07-966a-2272f155278e
ST_005,CHEM_01,2025-07-12 00:30:00,2025-07-12 00:30:00,28.901657918580227,34.76424254821796,7.895455515575173,5.150692512012256,72.6768802062511,active,fa1d189f-2579-4120-bacf-1fd37cf6b35e
ST_006,TEMP_01,2025-07-12 00:30:00,2025-07-12 00:30:07,26.847463733430462,35.436154774160784,8.108808939002492,5.392003156145876,62.81664523398176,active,0c938d04-5996-47cc-9e50-94b310d67e4e
ST_006,CHEM_01,2025-07-12 00:30:00,2025-07-12 00:30:09,25.0445935880768,34.89661695324041,7.927081824534869,6.342287033648101,95.09492287711822,active,dddb5775-42dd-4034-bb30-fe3fe4062ca5
ST_001,TEMP_01,2025-07-12 00:40:00,2025-07-12 00:40:28,29.703843088771023,35.20248408398711,8.007847345365926,5.74253935248817,71.86040574591195,active,e708b1cb-eac1-40f0-b3cd-37a05de3a3e9
ST_001,CHEM_01,2025-07-12 00:40:00,2025-07-12 00:40:06,26.09890428223138,35.5287842771642,7.8407970902001205,5.512413887188917,80.06065178748798,active,80a79b4b-affc-4489-9336-3f2df1e420d6
ST_002,TEMP_01,2025-07-12 00:40:00,2025-07-12 00:40:11,29.991475894833876,35.2019668772577,8.13873780083083,5.624909826944413,95.4646859580264,active,77fa4d47-92d7-48a6-9fd7-a085765119df
ST_002,CHEM_01,2025-07-12 00:40:00,2025-07-12 00:40:18,24.138083859368525,35.09618530754522,8.1360130676476,6.157729791015117,78.6239207252984,active,831452ee-1fcb-41fb-8e6f-67216d0aa156
ST_003,TEMP_01,2025-07-12 00:40:00,2025-07-12 00:40:19,28.713223173537884,35.09083326056901,7.909150074981715,4.716353130320711,61.55338937717693,active,f8603395-6a0e-4472-b4e5-df1474fb8e5b
ST_003,CHEM_01,2025-07-12 00:40:00,2025-07-12 00:40:27,25.516327573366112,34.8166281044901,8.213934501893794,6.074164854393311,68.63284109987373,active,8b564ec4-e94a-4165-9161-8e77aff80bac
ST_004,TEMP_01,2025-07-12 00:40:00,2025-07-12 00:40:14,29.114452379095002,34.551681721168606,8.059406389470444,4.21336866248442,87.98048843068776,active,db1f88c1-4145-4770-9758-a775b46612e7
ST_004,CHEM_01,2025-07-12 00:40:00,2025-07-12 00:40:18,24.691765462089005,36.423842167785395,8.157297552089977,5.26549084448594,91.80744779074814,active,f6e4c36c-a440-46e9-a543-c3c87164f48d
ST_005,TEMP_01,2025-07-12 00:40:00,2025-07-12 00:40:20,27.35416125631037,34.578456381342264,7.907605223024637,5.09742855176409,63.23491866468791,active,b52ecd38-35bc-4ee4-ba7e-d7ebfb9f4bfe
ST_005,CHEM_01,2025-07-12 00:40:00,2025-07-12 00:40:14,26.141572374700537,34.14548398877111,8.25760686381324,6.376999801530733,70.00971592658381,active,c4b850f5-3757-4a12-8af6-deb1d399f3bc
ST_006,TEMP_01,2025-07-12 00:40:00,2025-07-12 00:40:15,28.746133323530604,35.16019737671773,7.983980169083783,5.786489806750156,80.66785029706267,active,9a8d9d4c-080a-40e5-8996-c1fa7d56ed62
ST_006,CHEM_01,2025-07-12 00:40:00,2025-07-12 00:40:25,27.285556642500836,35.825098291404544,7.823858063845824,5.871345797355782,74.23890714605047,active,6119672a-71a9-430e-ae03-2eeff3c1059c
ST_001,TEMP_01,2025-07-12 00:50:00,2025-07-12 00:50:16,29.789230552321847,34.616072640506914,7.913800792606526,4.0359837215743894,72.45653237565176,active,ffdf6016-8139-4793-8ab7-ca051395671b
ST_001,CHEM_01,2025-07-12 00:50:00,2025-07-12 00:50:20,28.89755264310754,34.04290275457937,8.181682211501956,5.350660539778677,78.93887083122263,active,c4f8ef8c-3ed4-4da5-bad5-ae71bcb10621
ST_002,TEMP_01,2025-07-12 00:50:00,2025-07-12 00:50:04,26.866009349550076,34.89850473439737,8.084755029415664,5.084629123094933,95.4672154919219,active,0cd579bc-59cb-40e5-925a-ffe264a20057
